ID,name,actual_price,category,Date,Sales,Category_Section,Units_Sold,Total_Price
6774,Jeans,669.0,Clothing,2021-07-23,670.9899561,Apparel Section,8,5352
6775,Sweater,995.0,Clothing,2021-07-24,1497.104476,Apparel Section,16,15920
6776,Desk Lamp,2499.0,Home Goods,2021-07-25,120.6487074,Housewares,9,22491
6777,Sweater,,Clothing,2021-07-26,1521.677517,Apparel Section,1,1
6778,Science Textbook,695.0,Books,2021-07-27,1024.445481,Reading Corner,14,9730
6779,Novel,599.0,Books,2021-07-28,1309.810534,Reading Corner,4,2396
6780,Cushion,1895.0,Home Goods,2021-07-29,1119.995978,Housewares,18,34110
6781,Jeans,899.0,Clothing,2021-07-30,523.4008628,Apparel Section,3,2697
6782,Desk Lamp,995.0,Home Goods,2021-07-31,357.1969945,Housewares,7,6965
6783,T-shirt,999.0,Clothing,2021-08-01,1107.583404,Apparel Section,13,12987
6784,Blanket,995.0,Home Goods,2021-08-02,207.6425426,Housewares,1,995
6785,Headphones,599.0,Electronics,2021-08-03,1388.947303,Tech Zone,18,10782
6786,T-shirt,899.0,Clothing,2021-08-04,1712.803082,Apparel Section,18,16182
6787,History Book,999.0,Books,2021-08-05,705.2331551,Reading Corner,18,17982
6788,T-shirt,995.0,Clothing,2021-08-06,602.3615265,Apparel Section,11,10945
6789,T-shirt,499.0,Clothing,2021-08-07,951.5085231,Apparel Section,2,998
6790,Smartphone,1095.0,Electronics,2021-08-08,1517.657448,Tech Zone,10,10950
6791,Headphones,599.0,Electronics,2021-08-09,1385.740857,Tech Zone,1,599
6792,Dress,995.0,Clothing,2021-08-10,1498.550373,Apparel Section,2,1990
6793,Dress,599.0,Clothing,2021-08-11,1294.254327,Apparel Section,12,7188
6794,Science Textbook,599.0,Books,2021-08-12,259.1800185,Reading Corner,1,599
6795,Cookbook,599.0,Books,2021-08-13,916.742713,Reading Corner,4,2396
6796,Computer,599.0,Electronics,2021-08-14,1667.490319,Tech Zone,19,11381
6797,Blanket,595.0,Home Goods,2021-08-15,104.1310216,Housewares,12,7140
6798,Mirror,995.0,Home Goods,2021-08-16,581.0417999,Housewares,18,17910
6799,Camera,995.0,Electronics,2021-08-17,632.3693403,Tech Zone,17,16915
6800,Jeans,799.0,Clothing,2021-08-18,1240.664962,Apparel Section,9,7191
6801,Cookbook,599.0,Books,2021-08-19,769.1539861,Reading Corner,7,4193
6802,Mirror,599.0,Home Goods,2021-08-20,564.5243101,Housewares,10,5990
6803,Sweater,1495.0,Clothing,2021-08-21,1662.49863,Apparel Section,5,7475
6804,Computer,2499.0,Electronics,2021-08-22,967.2283898,Tech Zone,14,34986
6805,T-shirt,599.0,Clothing,2021-08-23,1034.775654,Apparel Section,2,1198
6806,Sweater,1495.0,Clothing,2021-08-24,1522.850184,Apparel Section,4,5980
6807,History Book,1395.0,Books,2021-08-25,834.2642572,Reading Corner,13,18135
6808,Novel,599.0,Books,2021-08-26,861.8055237,Reading Corner,17,10183
6809,History Book,1495.0,Books,2021-08-27,1673.656641,Reading Corner,3,4485
6810,Cushion,599.0,Home Goods,2021-08-28,402.213556,Housewares,17,10183
6811,Desk Lamp,2095.0,Home Goods,2021-08-29,772.5379441,Housewares,6,12570
6812,Desk Lamp,1499.0,Home Goods,2021-08-30,959.5778549,Housewares,2,2998
6813,Smartphone,899.0,Electronics,2021-08-31,221.6467519,Tech Zone,12,10788
6814,Cookbook,595.0,Books,2021-09-01,121.5639333,Reading Corner,2,1190
6815,Desk Lamp,2095.0,Home Goods,2021-09-02,512.3373476,Housewares,13,27235
6816,Mirror,1495.0,Home Goods,2021-09-03,1404.704113,Housewares,4,5980
6817,Dress,,Clothing,2021-09-04,179.7989189,Apparel Section,16,16
6818,T-shirt,899.0,Clothing,2021-09-05,1016.751341,Apparel Section,8,7192
6819,Blanket,2095.0,Home Goods,2021-09-06,1071.778766,Housewares,4,8380
6820,Novel,2499.0,Books,2021-09-07,1491.826609,Reading Corner,17,42483
6821,Smartphone,2095.0,Electronics,2021-09-08,1716.340205,Tech Zone,19,39805
6822,Camera,599.0,Electronics,2021-09-09,660.856715,Tech Zone,5,2995
6823,Dress,1395.0,Clothing,2021-09-10,453.0720959,Apparel Section,4,5580
6824,Desk Lamp,595.0,Home Goods,2021-09-11,320.8170223,Housewares,19,11305
6825,T-shirt,599.0,Clothing,2021-09-12,1485.456325,Apparel Section,14,8386
6826,Headphones,899.0,Electronics,2021-09-13,1449.455511,Tech Zone,1,899
6827,Dress,799.0,Clothing,2021-09-14,824.5696051,Apparel Section,14,11186
6828,Mirror,1495.0,Home Goods,2021-09-15,1112.383948,Housewares,5,7475
6829,Computer,2095.0,Electronics,2021-09-16,1290.529791,Tech Zone,9,18855
6830,Dress,599.0,Clothing,2021-09-17,231.7811334,Apparel Section,7,4193
6831,Dress,599.0,Clothing,2021-09-18,498.3197238,Apparel Section,8,4792
6832,Dress,599.0,Clothing,2021-09-19,1304.3348,Apparel Section,14,8386
6833,Cushion,599.0,Home Goods,2021-09-20,375.3349518,Housewares,9,5391
6834,Smartphone,1495.0,Electronics,2021-09-21,557.5338599,Tech Zone,18,26910
6835,Science Textbook,599.0,Books,2021-09-22,713.8709823,Reading Corner,5,2995
6836,Desk Lamp,1495.0,Home Goods,2021-09-23,1617.580352,Housewares,14,20930
6837,Cushion,599.0,Home Goods,2021-09-24,470.547284,Housewares,2,1198
6838,History Book,899.0,Books,2021-09-25,1500.821646,Reading Corner,13,11687
6839,Cookbook,899.0,Books,2021-09-26,1198.753924,Reading Corner,17,15283
6840,Headphones,2499.0,Electronics,2021-09-27,716.8931046,Tech Zone,6,14994
6841,Cookbook,899.0,Books,2021-09-28,550.7238388,Reading Corner,10,8990
6842,Computer,919.0,Electronics,2021-09-29,565.4000815,Tech Zone,7,6433
6843,Camera,2499.0,Electronics,2021-09-30,595.6111418,Tech Zone,9,22491
6844,Novel,1899.0,Books,2021-10-01,259.2011102,Reading Corner,2,3798
6845,Cushion,2499.0,Home Goods,2021-10-02,857.3142428,Housewares,6,14994
6846,Smartphone,499.0,Electronics,2021-10-03,1040.318643,Tech Zone,9,4491
6847,Mirror,2499.0,Home Goods,2021-10-04,1436.405543,Housewares,18,44982
6848,Cookbook,1699.0,Books,2021-10-05,249.736119,Reading Corner,11,18689
6849,Mirror,,Home Goods,2021-10-06,541.7716602,Housewares,4,4
6850,Desk Lamp,1699.0,Home Goods,2021-10-07,1015.280773,Housewares,9,15291
6851,Smartphone,899.0,Electronics,2021-10-08,1249.627579,Tech Zone,17,15283
6852,Smartphone,899.0,Electronics,2021-10-09,1728.894519,Tech Zone,2,1798
6853,Headphones,1199.0,Electronics,2021-10-10,1022.84614,Tech Zone,11,13189
6854,Dress,,Clothing,2021-10-11,1584.506989,Apparel Section,5,5
6855,Camera,1099.0,Electronics,2021-10-12,1651.732067,Tech Zone,10,10990
6856,Desk Lamp,899.0,Home Goods,2021-10-13,231.3495541,Housewares,1,899
6857,Science Textbook,599.0,Books,2021-10-14,1497.443681,Reading Corner,1,599
6858,Headphones,1199.0,Electronics,2021-10-15,581.157208,Tech Zone,17,20383
6859,Camera,,Electronics,2021-10-16,1121.068904,Tech Zone,13,13
6860,Computer,1199.0,Electronics,2021-10-17,172.7313863,Tech Zone,6,7194
6861,Dress,,Clothing,2021-10-18,1111.059053,Apparel Section,8,8
6862,Mirror,1899.0,Home Goods,2021-10-19,523.3737172,Housewares,9,17091
6863,Headphones,499.0,Electronics,2021-10-20,809.3987932,Tech Zone,5,2495
6864,Science Textbook,579.0,Books,2021-10-21,401.6114882,Reading Corner,18,10422
6865,Cookbook,1499.0,Books,2021-10-22,705.5836849,Reading Corner,14,20986
6866,Science Textbook,1499.0,Books,2021-10-23,138.7123977,Reading Corner,1,1499
6867,Headphones,1499.0,Electronics,2021-10-24,487.3525851,Tech Zone,12,17988
6868,Dress,1499.0,Clothing,2021-10-25,842.3479431,Apparel Section,18,26982
6869,Dress,1499.0,Clothing,2021-10-26,1339.961171,Apparel Section,6,8994
6870,Mirror,599.0,Home Goods,2021-10-27,1178.464865,Housewares,17,10183
6871,Science Textbook,649.0,Books,2021-10-28,1488.681972,Reading Corner,17,11033
6872,Smartphone,669.0,Electronics,2021-10-29,521.1832123,Tech Zone,12,8028
6873,Cookbook,,Books,2021-10-30,999.7411368,Reading Corner,18,18
6874,Computer,559.0,Electronics,2021-10-31,1117.495806,Tech Zone,16,8944
6875,Smartphone,,Electronics,2021-11-01,946.6290052,Tech Zone,18,18
6876,Cookbook,895.0,Books,2021-11-02,1202.552148,Reading Corner,10,8950
6877,Computer,,Electronics,2021-11-03,836.2435714,Tech Zone,13,13
6878,Desk Lamp,1699.0,Home Goods,2021-11-04,1515.83249,Housewares,12,20388
6879,Novel,895.0,Books,2021-11-05,1634.432069,Reading Corner,1,895
6880,Cookbook,895.0,Books,2021-11-06,1437.919372,Reading Corner,6,5370
6881,Camera,895.0,Electronics,2021-11-07,1572.351252,Tech Zone,1,895
6882,Jeans,895.0,Clothing,2021-11-08,1036.486584,Apparel Section,8,7160
6883,History Book,895.0,Books,2021-11-09,1014.562021,Reading Corner,9,8055
6884,Desk Lamp,895.0,Home Goods,2021-11-10,262.3802635,Housewares,8,7160
6885,Novel,895.0,Books,2021-11-11,271.9735443,Reading Corner,14,12530
6886,Headphones,895.0,Electronics,2021-11-12,1644.511674,Tech Zone,6,5370
6887,Sweater,895.0,Clothing,2021-11-13,773.589465,Apparel Section,4,3580
6888,Novel,895.0,Books,2021-11-14,707.9535222,Reading Corner,16,14320
6889,Computer,799.0,Electronics,2021-11-15,515.5018451,Tech Zone,1,799
6890,Science Textbook,895.0,Books,2021-11-16,1543.497123,Reading Corner,2,1790
6891,Dress,895.0,Clothing,2021-11-17,1604.672282,Apparel Section,9,8055
6892,History Book,1699.0,Books,2021-11-18,1691.215333,Reading Corner,1,1699
6893,Headphones,999.0,Electronics,2021-11-19,367.5190636,Tech Zone,7,6993
6894,History Book,895.0,Books,2021-11-20,1153.705995,Reading Corner,7,6265
6895,Computer,999.0,Electronics,2021-11-21,1620.912322,Tech Zone,17,16983
6896,Blanket,449.0,Home Goods,2021-11-22,1477.200494,Housewares,10,4490
6897,History Book,1699.0,Books,2021-11-23,1230.602133,Reading Corner,15,25485
6898,Headphones,1399.0,Electronics,2021-11-24,324.3032039,Tech Zone,4,5596
6899,Computer,1699.0,Electronics,2021-11-25,1341.853497,Tech Zone,11,18689
6900,Smartphone,1199.0,Electronics,2021-11-26,1771.623543,Tech Zone,15,17985
6901,Computer,1699.0,Electronics,2021-11-27,1834.153179,Tech Zone,3,5097
6902,Cushion,1399.0,Home Goods,2021-11-28,447.9484396,Housewares,6,8394
6903,Smartphone,1699.0,Electronics,2021-11-29,1554.285323,Tech Zone,3,5097
6904,Computer,1699.0,Electronics,2021-11-30,1386.605218,Tech Zone,11,18689
6905,Jeans,1699.0,Clothing,2021-12-01,252.4211878,Apparel Section,19,32281
6906,Computer,1699.0,Electronics,2021-12-02,390.9781759,Tech Zone,14,23786
6907,T-shirt,1699.0,Clothing,2021-12-03,1261.938953,Apparel Section,3,5097
6908,Blanket,1699.0,Home Goods,2021-12-04,112.5040424,Housewares,11,18689
6909,History Book,1699.0,Books,2021-12-05,418.9405488,Reading Corner,8,13592
6910,Mirror,1699.0,Home Goods,2021-12-06,326.063808,Housewares,1,1699
6911,Dress,1699.0,Clothing,2021-12-07,1742.765283,Apparel Section,6,10194
6912,Cushion,1699.0,Home Goods,2021-12-08,1346.227947,Housewares,4,6796
6913,Sweater,1199.0,Clothing,2021-12-09,519.0025295,Apparel Section,10,11990
6914,Headphones,1699.0,Electronics,2021-12-10,899.3108924,Tech Zone,8,13592
6915,Science Textbook,1699.0,Books,2021-12-11,1479.692079,Reading Corner,15,25485
6916,Blanket,1699.0,Home Goods,2021-12-12,1523.081195,Housewares,13,22087
6917,Sweater,1699.0,Clothing,2021-12-13,1278.874515,Apparel Section,18,30582
6918,Cookbook,1699.0,Books,2021-12-14,94.73446927,Reading Corner,19,32281
6919,Novel,1699.0,Books,2021-12-15,1752.474298,Reading Corner,4,6796
6920,T-shirt,1699.0,Clothing,2021-12-16,109.9002192,Apparel Section,10,16990
6921,Smartphone,1699.0,Electronics,2021-12-17,1528.759186,Tech Zone,14,23786
6922,Science Textbook,1699.0,Books,2021-12-18,763.3477953,Reading Corner,15,25485
6923,Novel,1699.0,Books,2021-12-19,239.1836431,Reading Corner,19,32281
6924,History Book,1699.0,Books,2021-12-20,1276.627663,Reading Corner,11,18689
6925,Cookbook,1699.0,Books,2021-12-21,875.1580064,Reading Corner,19,32281
6926,Novel,1699.0,Books,2021-12-22,1573.690434,Reading Corner,10,16990
6927,Smartphone,1699.0,Electronics,2021-12-23,1216.177195,Tech Zone,5,8495
6928,Mirror,1699.0,Home Goods,2021-12-24,374.9039899,Housewares,8,13592
6929,Sweater,1199.0,Clothing,2021-12-25,1347.382045,Apparel Section,19,22781
6930,Cushion,1199.0,Home Goods,2021-12-26,1172.702011,Housewares,4,4796
6931,Smartphone,1699.0,Electronics,2021-12-27,301.9378205,Tech Zone,1,1699
6932,Cushion,1699.0,Home Goods,2021-12-28,979.6460235,Housewares,19,32281
6933,Jeans,1199.0,Clothing,2021-12-29,513.3418908,Apparel Section,5,5995
6934,Dress,1699.0,Clothing,2021-12-30,1430.000632,Apparel Section,4,6796
6935,Science Textbook,1199.0,Books,2021-12-31,105.1657045,Reading Corner,11,13189
6936,Jeans,1199.0,Clothing,2021-01-01,1596.106205,Apparel Section,8,9592
6937,Sweater,1199.0,Clothing,2021-01-02,442.971418,Apparel Section,10,11990
6938,Science Textbook,1199.0,Books,2021-01-03,1026.502976,Reading Corner,18,21582
6939,Sweater,1199.0,Clothing,2021-01-04,1686.770376,Apparel Section,11,13189
6940,Desk Lamp,1699.0,Home Goods,2021-01-05,1572.23505,Housewares,4,6796
6941,Computer,1399.0,Electronics,2021-01-06,1266.089829,Tech Zone,3,4197
6942,Cushion,1699.0,Home Goods,2021-01-07,257.3967109,Housewares,18,30582
6943,Desk Lamp,1399.0,Home Goods,2021-01-08,1466.139259,Housewares,7,9793
6944,Headphones,1399.0,Electronics,2021-01-09,105.0345195,Tech Zone,3,4197
6945,Science Textbook,1399.0,Books,2021-01-10,1671.962546,Reading Corner,19,26581
6946,Headphones,3499.0,Electronics,2021-01-11,794.0738722,Tech Zone,1,3499
6947,Science Textbook,1599.0,Books,2021-01-12,1092.074613,Reading Corner,14,22386
6948,Jeans,1299.0,Clothing,2021-01-13,865.1009392,Apparel Section,5,6495
6949,T-shirt,999.0,Clothing,2021-01-14,457.2351994,Apparel Section,5,4995
6950,Novel,1299.0,Books,2021-01-15,287.6556241,Reading Corner,15,19485
6951,Computer,999.0,Electronics,2021-01-16,1268.687095,Tech Zone,5,4995
6952,Dress,1599.0,Clothing,2021-01-17,921.915527,Apparel Section,11,17589
6953,Camera,1299.0,Electronics,2021-01-18,404.8036342,Tech Zone,5,6495
6954,Camera,1299.0,Electronics,2021-01-19,645.4834152,Tech Zone,19,24681
6955,Sweater,1299.0,Clothing,2021-01-20,750.7749639,Apparel Section,5,6495
6956,Dress,999.0,Clothing,2021-01-21,675.9297404,Apparel Section,17,16983
6957,Blanket,1599.0,Home Goods,2021-01-22,484.5069704,Housewares,7,11193
6958,Desk Lamp,999.0,Home Goods,2021-01-23,192.3838247,Housewares,9,8991
6959,Science Textbook,999.0,Books,2021-01-24,1695.651869,Reading Corner,16,15984
6960,T-shirt,1299.0,Clothing,2021-01-25,190.817467,Apparel Section,11,14289
6961,Blanket,1999.0,Home Goods,2021-01-26,1470.14636,Housewares,7,13993
6962,Science Textbook,1999.0,Books,2021-01-27,1537.909059,Reading Corner,6,11994
6963,Sweater,999.0,Clothing,2021-01-28,157.3336295,Apparel Section,15,14985
6964,Jeans,1599.0,Clothing,2021-01-29,171.0167876,Apparel Section,2,3198
6965,Mirror,999.0,Home Goods,2021-01-30,1048.738462,Housewares,8,7992
6966,History Book,1599.0,Books,2021-01-31,1267.274751,Reading Corner,8,12792
6967,Cushion,1299.0,Home Goods,2021-02-01,1382.033061,Housewares,8,10392
6968,T-shirt,1999.0,Clothing,2021-02-02,290.5950172,Apparel Section,4,7996
6969,Computer,1500.0,Electronics,2021-02-03,1181.74744,Tech Zone,14,21000
6970,Computer,1599.0,Electronics,2021-02-04,683.119265,Tech Zone,2,3198
6971,Desk Lamp,999.0,Home Goods,2021-02-05,420.2350246,Housewares,16,15984
6972,Mirror,1599.0,Home Goods,2021-02-06,1051.494642,Housewares,8,12792
6973,History Book,1599.0,Books,2021-02-07,236.0364862,Reading Corner,3,4797
6974,Sweater,999.0,Clothing,2021-02-08,936.6468381,Apparel Section,5,4995
6975,Blanket,999.0,Home Goods,2021-02-09,1579.775928,Housewares,18,17982
6976,Sweater,1599.0,Clothing,2021-02-10,459.3560941,Apparel Section,14,22386
6977,Science Textbook,1998.0,Books,2021-02-11,1184.267648,Reading Corner,13,25974
6978,Camera,999.0,Electronics,2021-02-12,773.914131,Tech Zone,9,8991
6979,Novel,1599.0,Books,2021-02-13,902.5086498,Reading Corner,11,17589
6980,Dress,999.0,Clothing,2021-02-14,767.4528313,Apparel Section,11,10989
6981,T-shirt,1599.0,Clothing,2021-02-15,1838.379272,Apparel Section,10,15990
6982,Sweater,999.0,Clothing,2021-02-16,763.5416215,Apparel Section,15,14985
6983,Cushion,1599.0,Home Goods,2021-02-17,921.0818019,Housewares,15,23985
6984,Jeans,499.0,Clothing,2021-02-18,1031.209684,Apparel Section,18,8982
6985,Computer,1999.0,Electronics,2021-02-19,711.3625562,Tech Zone,4,7996
6986,Camera,1999.0,Electronics,2021-02-20,1315.998728,Tech Zone,9,17991
6987,Science Textbook,1999.0,Books,2021-02-21,253.9175965,Reading Corner,1,1999
6988,Science Textbook,1999.0,Books,2021-02-22,1373.436639,Reading Corner,12,23988
6989,Headphones,1999.0,Electronics,2021-02-23,623.3441611,Tech Zone,3,5997
6990,Desk Lamp,1999.0,Home Goods,2021-02-24,680.1531519,Housewares,15,29985
6991,Headphones,1999.0,Electronics,2021-02-25,858.5871864,Tech Zone,8,15992
6992,Smartphone,1999.0,Electronics,2021-02-26,108.8363711,Tech Zone,18,35982
6993,Sweater,1999.0,Clothing,2021-02-27,1238.762029,Apparel Section,13,25987
6994,Dress,1999.0,Clothing,2021-02-28,105.9279708,Apparel Section,14,27986
6995,Headphones,1999.0,Electronics,2021-03-01,1008.048173,Tech Zone,3,5997
6996,Jeans,1999.0,Clothing,2021-03-02,1663.769809,Apparel Section,15,29985
6997,Blanket,1999.0,Home Goods,2021-03-03,1100.672973,Housewares,16,31984
6998,Cookbook,1999.0,Books,2021-03-04,1083.570234,Reading Corner,12,23988
6999,Computer,578.0,Electronics,2021-03-05,1111.072649,Tech Zone,2,1156
7000,Novel,449.0,Books,2021-03-06,1229.306396,Reading Corner,16,7184
7001,Novel,399.0,Books,2021-03-07,1660.423777,Reading Corner,6,2394
7002,Cushion,449.0,Home Goods,2021-03-08,1334.218195,Housewares,15,6735
7003,Science Textbook,563.0,Books,2021-03-09,1514.37513,Reading Corner,9,5067
7004,Cookbook,699.0,Books,2021-03-10,387.4400587,Reading Corner,10,6990
7005,Headphones,563.0,Electronics,2021-03-11,585.555388,Tech Zone,15,8445
7006,Computer,563.0,Electronics,2021-03-12,90.94606503,Tech Zone,4,2252
7007,T-shirt,399.0,Clothing,2021-03-13,560.4214941,Apparel Section,6,2394
7008,Novel,449.0,Books,2021-03-14,109.7148619,Reading Corner,2,898
7009,Sweater,578.0,Clothing,2021-03-15,582.9582023,Apparel Section,10,5780
7010,Computer,699.0,Electronics,2021-03-16,517.941225,Tech Zone,3,2097
7011,Mirror,699.0,Home Goods,2021-03-17,866.592006,Housewares,19,13281
7012,Mirror,699.0,Home Goods,2021-03-18,592.0081978,Housewares,18,12582
7013,Desk Lamp,399.0,Home Goods,2021-03-19,815.3848685,Housewares,1,399
7014,Mirror,563.0,Home Goods,2021-03-20,1013.124288,Housewares,19,10697
7015,Dress,699.0,Clothing,2021-03-21,1260.200636,Apparel Section,5,3495
7016,Cushion,449.0,Home Goods,2021-03-22,703.444317,Housewares,12,5388
7017,Desk Lamp,699.0,Home Goods,2021-03-23,1481.168181,Housewares,10,6990
7018,T-shirt,699.0,Clothing,2021-03-24,1321.289003,Apparel Section,18,12582
7019,Desk Lamp,699.0,Home Goods,2021-03-25,452.8914779,Housewares,19,13281
7020,Science Textbook,399.0,Books,2021-03-26,919.9930454,Reading Corner,15,5985
7021,History Book,600.0,Books,2021-03-27,536.3900582,Reading Corner,4,2400
7022,Headphones,1299.0,Electronics,2021-03-28,619.1899757,Tech Zone,11,14289
7023,Jeans,999.0,Clothing,2021-03-29,1452.201924,Apparel Section,15,14985
7024,Novel,999.0,Books,2021-03-30,1516.35677,Reading Corner,11,10989
7025,History Book,2598.0,Books,2021-03-31,911.3601968,Reading Corner,19,49362
7026,Dress,999.0,Clothing,2021-04-01,376.3383684,Apparel Section,14,13986
7027,T-shirt,999.0,Clothing,2021-04-02,517.8453443,Apparel Section,15,14985
7028,Science Textbook,1699.0,Books,2021-04-03,1717.835037,Reading Corner,9,15291
7029,T-shirt,2598.0,Clothing,2021-04-04,498.7646156,Apparel Section,4,10392
7030,Cushion,2598.0,Home Goods,2021-04-05,1611.965033,Housewares,1,2598
7031,Science Textbook,999.0,Books,2021-04-06,743.2842369,Reading Corner,11,10989
7032,Computer,1299.0,Electronics,2021-04-07,938.0087622,Tech Zone,5,6495
7033,Desk Lamp,1299.0,Home Goods,2021-04-08,342.1592829,Housewares,1,1299
7034,Blanket,999.0,Home Goods,2021-04-09,1201.006561,Housewares,3,2997
7035,T-shirt,999.0,Clothing,2021-04-10,835.9687512,Apparel Section,2,1998
7036,Sweater,999.0,Clothing,2021-04-11,491.4896629,Apparel Section,13,12987
7037,Computer,999.0,Electronics,2021-04-12,1627.828819,Tech Zone,10,9990
7038,Novel,1299.0,Books,2021-04-13,155.2270883,Reading Corner,10,12990
7039,T-shirt,999.0,Clothing,2021-04-14,1756.128653,Apparel Section,4,3996
7040,Headphones,999.0,Electronics,2021-04-15,1579.031156,Tech Zone,2,1998
7041,Headphones,1299.0,Electronics,2021-04-16,938.6716477,Tech Zone,13,16887
7042,Novel,999.0,Books,2021-04-17,94.41324896,Reading Corner,4,3996
7043,Headphones,1299.0,Electronics,2021-04-18,1105.459573,Tech Zone,12,15588
7044,Camera,1299.0,Electronics,2021-04-19,416.9893854,Tech Zone,13,16887
7045,Smartphone,2598.0,Electronics,2021-04-20,1703.212841,Tech Zone,18,46764
7046,Headphones,2598.0,Electronics,2021-04-21,832.2041931,Tech Zone,13,33774
7047,Science Textbook,1299.0,Books,2021-04-22,918.4880252,Reading Corner,2,2598
7048,Camera,2598.0,Electronics,2021-04-23,118.2229701,Tech Zone,19,49362
7049,Cookbook,2598.0,Books,2021-04-24,384.6303331,Reading Corner,6,15588
7050,T-shirt,2598.0,Clothing,2021-04-25,1585.682439,Apparel Section,6,15588
7051,Novel,2598.0,Books,2021-04-26,454.0687115,Reading Corner,18,46764
7052,Science Textbook,2598.0,Books,2021-04-27,235.6876191,Reading Corner,2,5196
7053,Camera,2598.0,Electronics,2021-04-28,674.069896,Tech Zone,16,41568
7054,Camera,2598.0,Electronics,2021-04-29,340.6170326,Tech Zone,7,18186
7055,Camera,2598.0,Electronics,2021-04-30,190.0906658,Tech Zone,11,28578
7056,Cookbook,2598.0,Books,2021-05-01,1215.749271,Reading Corner,7,18186
7057,Computer,2598.0,Electronics,2021-05-02,485.6948444,Tech Zone,5,12990
7058,Cushion,2598.0,Home Goods,2021-05-03,1457.124858,Housewares,13,33774
7059,Mirror,1299.0,Home Goods,2021-05-04,1416.618225,Housewares,17,22083
7060,Novel,2598.0,Books,2021-05-05,960.8975151,Reading Corner,18,46764
7061,Cookbook,1299.0,Books,2021-05-06,1263.034169,Reading Corner,5,6495
7062,Blanket,1299.0,Home Goods,2021-05-07,1364.389932,Housewares,7,9093
7063,Blanket,1299.0,Home Goods,2021-05-08,913.0051935,Housewares,8,10392
7064,Mirror,1299.0,Home Goods,2021-05-09,1143.263313,Housewares,19,24681
7065,Computer,1299.0,Electronics,2021-05-10,1465.344617,Tech Zone,16,20784
7066,Cushion,1299.0,Home Goods,2021-05-11,666.4186424,Housewares,2,2598
7067,Desk Lamp,1299.0,Home Goods,2021-05-12,591.9790229,Housewares,13,16887
7068,Mirror,1299.0,Home Goods,2021-05-13,1616.053071,Housewares,8,10392
7069,Jeans,1299.0,Clothing,2021-05-14,958.7457945,Apparel Section,13,16887
7070,Dress,1299.0,Clothing,2021-05-15,1533.448464,Apparel Section,17,22083
7071,Desk Lamp,1299.0,Home Goods,2021-05-16,1027.753032,Housewares,4,5196
7072,Headphones,2599.0,Electronics,2021-05-17,255.3912841,Tech Zone,8,20792
7073,Jeans,999.0,Clothing,2021-05-18,1687.024135,Apparel Section,15,14985
7074,Dress,1299.0,Clothing,2021-05-19,1564.724604,Apparel Section,10,12990
7075,Headphones,1299.0,Electronics,2021-05-20,704.2163552,Tech Zone,1,1299
7076,Cushion,1299.0,Home Goods,2021-05-21,1652.701491,Housewares,13,16887
7077,T-shirt,1299.0,Clothing,2021-05-22,1527.39373,Apparel Section,16,20784
7078,Science Textbook,1299.0,Books,2021-05-23,290.4999443,Reading Corner,11,14289
7079,Dress,1299.0,Clothing,2021-05-24,281.604214,Apparel Section,19,24681
7080,Camera,1299.0,Electronics,2021-05-25,888.5497308,Tech Zone,17,22083
7081,Novel,1299.0,Books,2021-05-26,1628.059376,Reading Corner,16,20784
7082,Cookbook,999.0,Books,2021-05-27,1535.382951,Reading Corner,6,5994
7083,Novel,1299.0,Books,2021-05-28,1268.74899,Reading Corner,1,1299
7084,Cushion,999.0,Home Goods,2021-05-29,1202.67632,Housewares,8,7992
7085,T-shirt,1299.0,Clothing,2021-05-30,504.9888576,Apparel Section,3,3897
7086,Sweater,999.0,Clothing,2021-05-31,172.9977308,Apparel Section,4,3996
7087,Smartphone,999.0,Electronics,2021-06-01,1607.698849,Tech Zone,6,5994
7088,Science Textbook,999.0,Books,2021-06-02,546.86281,Reading Corner,7,6993
7089,Sweater,999.0,Clothing,2021-06-03,1163.536786,Apparel Section,2,1998
7090,T-shirt,999.0,Clothing,2021-06-04,1612.749023,Apparel Section,8,7992
7091,Science Textbook,999.0,Books,2021-06-05,1390.337711,Reading Corner,5,4995
7092,Headphones,999.0,Electronics,2021-06-06,1178.558075,Tech Zone,5,4995
7093,History Book,1299.0,Books,2021-06-07,542.2005659,Reading Corner,18,23382
7094,Dress,999.0,Clothing,2021-06-08,496.3968227,Apparel Section,16,15984
7095,Jeans,999.0,Clothing,2021-06-09,202.6944929,Apparel Section,3,2997
7096,Cushion,1299.0,Home Goods,2021-06-10,275.9542992,Housewares,17,22083
7097,Sweater,1299.0,Clothing,2021-06-11,969.0524505,Apparel Section,2,2598
7098,Novel,999.0,Books,2021-06-12,238.2582221,Reading Corner,5,4995
7099,Cushion,1299.0,Home Goods,2021-06-13,1610.383776,Housewares,19,24681
7100,History Book,999.0,Books,2021-06-14,962.4344077,Reading Corner,17,16983
7101,Computer,999.0,Electronics,2021-06-15,918.608069,Tech Zone,17,16983
7102,Blanket,999.0,Home Goods,2021-06-16,1693.519706,Housewares,7,6993
7103,Camera,999.0,Electronics,2021-06-17,891.2781845,Tech Zone,16,15984
7104,Mirror,999.0,Home Goods,2021-06-18,998.5936206,Housewares,9,8991
7105,Headphones,999.0,Electronics,2021-06-19,1014.096477,Tech Zone,9,8991
7106,Blanket,999.0,Home Goods,2021-06-20,122.1790025,Housewares,15,14985
